doi,pmcid,ncbi_pdf_url,alt_pdf_url
https://doi.org/10.4161/jkst.25097,PMC3876425,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876425/pdf/,
https://doi.org/10.3390/vaccines9101054,PMC8539892,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539892/pdf/,
https://doi.org/10.3389/fmicb.2022.985065,PMC9536460,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9536460/pdf/,
https://doi.org/10.1111/odi.13350,PMC7262343,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7262343/pdf/,
https://doi.org/10.1371/journal.pone.0176511,PMC5407821,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5407821/pdf/,
https://doi.org/10.1016/j.jen.2020.07.010,PMC7368907,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368907/pdf/,
https://doi.org/10.1073/pnas.2209750119,PMC9618048,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9618048/pdf/,
https://doi.org/10.1186/s13007-019-0447-3,PMC6549277,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6549277/pdf/,
https://doi.org/10.3897/phytokeys.87.12774,PMC5672130,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5672130/pdf/,
https://doi.org/10.3389/fmicb.2014.00089,PMC3944610,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3944610/pdf/,
https://doi.org/10.1590/s1517-83822014000200031,PMC4166288,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4166288/pdf/,
https://doi.org/10.1002/anie.202004992,PMC7540501,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7540501/pdf/,
https://doi.org/10.1186/s40793-015-0095-9,PMC4644273,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4644273/pdf/,
https://doi.org/10.7717/peerj.10865,PMC7955675,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7955675/pdf/,
https://doi.org/10.1186/s12866-022-02512-2,PMC8991494,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8991494/pdf/,
https://doi.org/10.1038/s41598-021-93672-0,PMC8275666,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8275666/pdf/,
https://doi.org/10.5808/GI.2013.11.3.129,PMC3794085,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3794085/pdf/,
https://doi.org/10.1002/aps3.11477,PMC9215277,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9215277/pdf/,
https://doi.org/10.3389/fnana.2021.656882,PMC8116662,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8116662/pdf/,
https://doi.org/10.1261/rna.074385.119,PMC7297114,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7297114/pdf/,
https://doi.org/10.1038/srep45850,PMC5377461,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5377461/pdf/,
https://doi.org/10.1371/journal.pgen.1008340,PMC6715256,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6715256/pdf/,
https://doi.org/10.1038/ncomms12050,PMC4932178,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4932178/pdf/,
https://doi.org/10.1371/journal.pone.0236384,PMC7591030,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7591030/pdf/,
https://doi.org/10.1186/s12864-020-6593-1,PMC7041287,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7041287/pdf/,
https://doi.org/10.3390/molecules27123795,PMC9228269,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9228269/pdf/,
https://doi.org/10.1177/2050640613502900,PMC4070603,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4070603/pdf/,
https://doi.org/10.1016/j.ebiom.2022.104239,PMC9437813,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9437813/pdf/,
https://doi.org/10.3389/fgene.2015.00226,PMC4490251,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490251/pdf/,
https://doi.org/10.7717/peerj.415,PMC4045339,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4045339/pdf/,
https://doi.org/10.3390/genes12030438,PMC8003479,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8003479/pdf/,
https://doi.org/10.3389/fcimb.2022.955974,PMC9395740,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9395740/pdf/,
https://doi.org/10.1073/pnas.1712267115,PMC5877991,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5877991/pdf/,
https://doi.org/10.3390/molecules26082170,PMC8069165,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8069165/pdf/,
https://doi.org/10.1084/jem.20191306,PMC7062520,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7062520/pdf/,
https://doi.org/10.1186/s13046-019-1372-z,PMC6701076,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6701076/pdf/,
https://doi.org/10.1371/journal.pone.0002531,PMC2432034,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2432034/pdf/,
https://doi.org/10.1186/1471-2164-15-353,PMC4048457,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4048457/pdf/,
https://doi.org/10.1371/journal.pone.0241646,PMC7660501,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7660501/pdf/,
https://doi.org/10.1038/nm.3995,PMC4674320,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4674320/pdf/,
https://doi.org/10.18632/oncotarget.9550,PMC5094943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5094943/pdf/,
https://doi.org/10.3390/molecules28041899,PMC9964806,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964806/pdf/,
https://doi.org/10.1007/s00429-020-02027-4,PMC7046571,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7046571/pdf/,
https://doi.org/10.1038/s41467-022-28188-w,PMC8907320,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8907320/pdf/,
https://doi.org/10.3390/v7010394,PMC4306845,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4306845/pdf/,
https://doi.org/10.6061/clinics/2018/e565s,PMC6157069,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6157069/pdf/,
https://doi.org/10.1042/BSR20150131,PMC4725244,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4725244/pdf/,
https://doi.org/10.3961/jpmph.19.221,PMC6893224,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6893224/pdf/,
https://doi.org/10.3390/toxins12010047,PMC7020409,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7020409/pdf/,
https://doi.org/10.3389/fpls.2017.00404,PMC5364186,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5364186/pdf/,
https://doi.org/10.1093/nsr/nwaa047,PMC8288802,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8288802/pdf/,
https://doi.org/10.1073/pnas.2121822119,PMC9060526,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9060526/pdf/,
https://doi.org/10.3389/fcell.2022.836031,PMC8899849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8899849/pdf/,
https://doi.org/10.7554/eLife.77779,PMC9477494,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9477494/pdf/,
https://doi.org/10.18632/oncotarget.9937,PMC5216758,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5216758/pdf/,
https://doi.org/10.1371/journal.pone.0021967,PMC3134467,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134467/pdf/,
https://doi.org/10.1523/JNEUROSCI.1977-19.2019,PMC6948949,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6948949/pdf/,
https://doi.org/10.1021/jacs.3c12025,PMC10910499,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10910499/pdf/,
https://doi.org/10.1186/1471-2164-13-397,PMC3495689,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3495689/pdf/,
https://doi.org/10.1371/journal.pone.0062039,PMC3631164,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3631164/pdf/,
https://doi.org/10.1161/JAHA.112.002568,PMC3540665,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3540665/pdf/,
https://doi.org/10.1038/s41598-018-34692-1,PMC6219566,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6219566/pdf/,
https://doi.org/10.1038/s41598-017-03664-2,PMC5469750,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5469750/pdf/,
https://doi.org/10.3897/zookeys.1030.62544,PMC8060247,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8060247/pdf/,
https://doi.org/10.1093/gbe/evw218,PMC5630845,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5630845/pdf/,
https://doi.org/10.3389/fbioe.2022.993436,PMC9557159,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9557159/pdf/,
https://doi.org/10.4103/1673-5374.308104,PMC8343333,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8343333/pdf/,
https://doi.org/10.1159/000507582,PMC7179533,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7179533/pdf/,
https://doi.org/10.3343/alm.2021.41.3.346,PMC7748101,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7748101/pdf/,
https://doi.org/10.1016/j.virusres.2016.12.018,PMC7114559,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7114559/pdf/,
https://doi.org/10.1016/j.cell.2015.06.023,PMC4518474,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4518474/pdf/,
https://doi.org/10.1002/cbic.202100182,PMC8362199,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8362199/pdf/,
https://doi.org/10.1186/1471-2148-14-109,PMC4062890,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4062890/pdf/,
https://doi.org/10.1098/rstb.2014.0074,PMC4305174,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4305174/pdf/,
https://doi.org/10.3390/cancers14020306,PMC8774276,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8774276/pdf/,
https://doi.org/10.3389/fendo.2019.00387,PMC6610322,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6610322/pdf/,
https://doi.org/10.1038/s41597-022-01445-9,PMC9205874,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9205874/pdf/,
https://doi.org/10.1007/s12595-021-00415-0,PMC8702615,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8702615/pdf/,
https://doi.org/10.1016/j.mbplus.2019.04.003,PMC7852197,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7852197/pdf/,
https://doi.org/10.1371/journal.pone.0265223,PMC8947137,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8947137/pdf/,
https://doi.org/10.3897/zookeys.916.47824,PMC7062849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7062849/pdf/,
https://doi.org/10.1107/s1600536808019247,PMC2962031,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2962031/pdf/,
https://doi.org/10.1002/vms3.733,PMC9122462,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9122462/pdf/,
https://doi.org/10.3389/fnhum.2012.00021,PMC3284145,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3284145/pdf/,
https://doi.org/10.1002/ece3.2998,PMC5478071,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5478071/pdf/,
https://doi.org/10.4137/IDRT.S40047,PMC4941866,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4941866/pdf/,
https://doi.org/10.1155/2022/3039624,PMC9078815,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9078815/pdf/,
https://doi.org/10.1371/journal.pgen.1010251,PMC9242467,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9242467/pdf/,
https://doi.org/10.3390/mps4010009,PMC7838960,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7838960/pdf/,
https://doi.org/10.3389/fphys.2017.00980,PMC5717538,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5717538/pdf/,
https://doi.org/10.3389/fmicb.2019.01882,PMC6702299,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6702299/pdf/,
https://doi.org/10.1093/nar/gkz409,PMC6614802,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6614802/pdf/,
https://doi.org/10.1038/s41467-018-06046-y,PMC6127135,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6127135/pdf/,
https://doi.org/10.7554/eLife.47788,PMC6831032,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6831032/pdf/,
https://doi.org/10.1038/s41422-018-0011-0,PMC5939050,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5939050/pdf/,
https://doi.org/10.3390/biom10121608,PMC7760592,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7760592/pdf/,
https://doi.org/10.1186/s13104-019-4463-1,PMC6631447,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6631447/pdf/,
https://doi.org/10.1002/aps3.11328,PMC7073327,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7073327/pdf/,
https://doi.org/10.1073/pnas.1721487115,PMC6016767,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6016767/pdf/,
https://doi.org/10.1371/journal.pone.0168874,PMC5176323,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5176323/pdf/,
https://doi.org/10.1038/s41598-018-28546-z,PMC6039478,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6039478/pdf/,
https://doi.org/10.1038/srep10566,PMC4488885,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4488885/pdf/,
https://doi.org/10.1080/23802359.2017.1413301,PMC7800826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7800826/pdf/,
https://doi.org/10.1186/s13059-020-02173-2,PMC7558751,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7558751/pdf/,
https://doi.org/10.3390/metabo9090190,PMC6780545,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6780545/pdf/,
https://doi.org/10.1186/s13287-019-1318-6,PMC6615276,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615276/pdf/,
https://doi.org/10.1371/journal.pone.0055076,PMC3554691,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3554691/pdf/,
https://doi.org/10.1186/s12864-016-2972-z,PMC5002119,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5002119/pdf/,
https://doi.org/10.1111/hex.13630,PMC9700182,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9700182/pdf/,
https://doi.org/10.1098/rsos.180448,PMC6124055,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6124055/pdf/,
https://doi.org/10.1186/1756-0500-3-323,PMC3009664,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3009664/pdf/,
https://doi.org/10.3390/ma13225229,PMC7699405,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7699405/pdf/,
https://doi.org/10.3897/zookeys.1051.64603,PMC8342412,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8342412/pdf/,
https://doi.org/10.3389/fgene.2022.887582,PMC9126029,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9126029/pdf/,
https://doi.org/10.1111/bpa.13012,PMC9048811,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9048811/pdf/,
https://doi.org/10.3390/molecules22040657,PMC6154464,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6154464/pdf/,
https://doi.org/10.1371/journal.pone.0035040,PMC3335833,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3335833/pdf/,
https://doi.org/10.1083/jcb.202108093,PMC9059379,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9059379/pdf/,
https://doi.org/10.1038/s41592-021-01109-3,PMC8107137,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8107137/pdf/,
https://doi.org/10.20517/cdr.2021.55,PMC8992455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8992455/pdf/,
https://doi.org/10.1038/s41598-021-96321-8,PMC8371140,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8371140/pdf/,
https://doi.org/10.1155/MI.2005.280,PMC1279038,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1279038/pdf/,
https://doi.org/10.1038/s41598-018-20046-4,PMC5805729,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805729/pdf/,
https://doi.org/10.1038/s41598-021-04574-0,PMC8760289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8760289/pdf/,
https://doi.org/10.1128/spectrum.00822-21,PMC8754122,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754122/pdf/,
https://doi.org/10.1016/j.chest.2022.08.543,PMC9548797,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9548797/pdf/,
https://doi.org/10.1038/s41598-018-24447-3,PMC5902602,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5902602/pdf/,
https://doi.org/10.1038/ncomms1777,PMC3615648,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3615648/pdf/,
https://doi.org/10.1371/journal.pone.0093088,PMC3981708,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3981708/pdf/,
https://doi.org/10.1007/s10453-017-9491-5,PMC5818623,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5818623/pdf/,
https://doi.org/10.7554/eLife.53479,PMC7253180,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7253180/pdf/,
https://doi.org/10.1016/j.heliyon.2022.e09176,PMC9280583,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9280583/pdf/,
https://doi.org/10.1155/2013/613086,PMC3771250,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3771250/pdf/,
https://doi.org/10.1039/d0ra03935g,PMC9055442,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9055442/pdf/,
https://doi.org/10.3390/molecules25092111,PMC7249200,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7249200/pdf/,
